starttime	seconds	ctime	dtime	ttime	wait
Fri Aug 09 09:11:35 2024	1723187495	0	54	54	50
Fri Aug 09 09:11:28 2024	1723187488	0	65	65	54
Fri Aug 09 09:11:28 2024	1723187488	8	71	79	71
Fri Aug 09 09:11:28 2024	1723187488	5	84	89	83
Fri Aug 09 09:11:28 2024	1723187488	6	114	121	113
Fri Aug 09 09:11:28 2024	1723187488	7	118	125	117
Fri Aug 09 09:11:43 2024	1723187503	0	133	133	63
Fri Aug 09 09:11:43 2024	1723187503	0	148	148	147
Fri Aug 09 09:11:43 2024	1723187503	0	155	155	76
Fri Aug 09 09:11:43 2024	1723187503	0	155	156	112
Fri Aug 09 09:11:28 2024	1723187488	8	178	186	137
Fri Aug 09 09:11:39 2024	1723187499	0	206	206	204
Fri Aug 09 09:11:44 2024	1723187504	0	208	209	207
Fri Aug 09 09:11:39 2024	1723187499	0	210	210	209
Fri Aug 09 09:11:38 2024	1723187498	0	217	217	216
Fri Aug 09 09:11:43 2024	1723187503	0	226	226	84
Fri Aug 09 09:11:39 2024	1723187499	0	271	271	206
Fri Aug 09 09:11:35 2024	1723187495	1	271	272	270
Fri Aug 09 09:11:35 2024	1723187495	1	275	276	274
Fri Aug 09 09:11:35 2024	1723187495	0	278	278	274
Fri Aug 09 09:11:38 2024	1723187498	0	299	299	291
Fri Aug 09 09:11:42 2024	1723187502	0	310	310	309
Fri Aug 09 09:11:37 2024	1723187497	0	311	311	310
Fri Aug 09 09:11:39 2024	1723187499	0	315	315	266
Fri Aug 09 09:11:44 2024	1723187504	0	319	319	317
Fri Aug 09 09:11:35 2024	1723187495	0	319	319	260
Fri Aug 09 09:11:47 2024	1723187507	0	326	326	277
Fri Aug 09 09:11:35 2024	1723187495	0	326	326	325
Fri Aug 09 09:11:43 2024	1723187503	0	334	334	333
Fri Aug 09 09:11:50 2024	1723187510	0	340	340	338
Fri Aug 09 09:11:43 2024	1723187503	0	350	350	213
Fri Aug 09 09:11:39 2024	1723187499	0	350	350	349
Fri Aug 09 09:11:43 2024	1723187503	0	351	351	213
Fri Aug 09 09:11:38 2024	1723187498	0	352	352	347
Fri Aug 09 09:11:47 2024	1723187507	0	353	353	352
Fri Aug 09 09:11:42 2024	1723187502	0	354	354	177
Fri Aug 09 09:11:47 2024	1723187507	0	357	357	355
Fri Aug 09 09:11:47 2024	1723187507	1	358	358	350
Fri Aug 09 09:11:38 2024	1723187498	0	366	366	246
Fri Aug 09 09:11:42 2024	1723187502	0	369	369	368
Fri Aug 09 09:11:43 2024	1723187503	0	370	370	244
Fri Aug 09 09:11:35 2024	1723187495	0	382	383	370
Fri Aug 09 09:11:35 2024	1723187495	0	383	384	376
Fri Aug 09 09:11:47 2024	1723187507	0	383	384	348
Fri Aug 09 09:11:46 2024	1723187506	0	391	391	389
Fri Aug 09 09:11:41 2024	1723187501	0	392	392	293
Fri Aug 09 09:11:52 2024	1723187512	1	393	394	284
Fri Aug 09 09:11:47 2024	1723187507	0	397	397	369
Fri Aug 09 09:11:39 2024	1723187499	1	399	400	388
Fri Aug 09 09:11:46 2024	1723187506	0	400	401	226
Fri Aug 09 09:11:41 2024	1723187501	0	401	401	399
Fri Aug 09 09:11:43 2024	1723187503	0	406	406	239
Fri Aug 09 09:11:45 2024	1723187505	0	406	407	406
Fri Aug 09 09:11:35 2024	1723187495	0	410	410	396
Fri Aug 09 09:11:50 2024	1723187510	0	412	412	411
Fri Aug 09 09:11:43 2024	1723187503	0	412	412	257
Fri Aug 09 09:11:50 2024	1723187510	0	415	415	370
Fri Aug 09 09:11:39 2024	1723187499	0	415	415	352
Fri Aug 09 09:11:34 2024	1723187494	0	419	419	407
Fri Aug 09 09:11:35 2024	1723187495	0	420	421	389
Fri Aug 09 09:11:41 2024	1723187501	0	425	425	423
Fri Aug 09 09:11:41 2024	1723187501	0	426	426	425
Fri Aug 09 09:11:28 2024	1723187488	7	420	427	420
Fri Aug 09 09:11:50 2024	1723187510	0	428	428	396
Fri Aug 09 09:11:50 2024	1723187510	0	429	429	428
Fri Aug 09 09:11:42 2024	1723187502	0	431	431	430
Fri Aug 09 09:11:35 2024	1723187495	0	436	436	409
Fri Aug 09 09:11:35 2024	1723187495	0	437	437	436
Fri Aug 09 09:11:31 2024	1723187491	0	438	439	323
Fri Aug 09 09:11:42 2024	1723187502	0	438	439	334
Fri Aug 09 09:11:47 2024	1723187507	0	441	441	436
Fri Aug 09 09:11:44 2024	1723187504	0	441	441	368
Fri Aug 09 09:11:30 2024	1723187490	0	444	444	440
Fri Aug 09 09:11:39 2024	1723187499	0	446	446	423
Fri Aug 09 09:11:35 2024	1723187495	0	447	447	386
Fri Aug 09 09:11:37 2024	1723187497	0	447	447	382
Fri Aug 09 09:11:47 2024	1723187507	0	450	450	435
Fri Aug 09 09:11:52 2024	1723187512	0	450	451	449
Fri Aug 09 09:11:47 2024	1723187507	0	450	451	387
Fri Aug 09 09:11:52 2024	1723187512	0	451	451	406
Fri Aug 09 09:11:42 2024	1723187502	0	452	452	339
Fri Aug 09 09:11:43 2024	1723187503	0	463	463	461
Fri Aug 09 09:11:35 2024	1723187495	0	467	467	457
Fri Aug 09 09:11:40 2024	1723187500	0	468	469	467
Fri Aug 09 09:11:52 2024	1723187512	0	476	476	474
Fri Aug 09 09:11:37 2024	1723187497	0	477	477	261
Fri Aug 09 09:11:50 2024	1723187510	0	477	477	476
Fri Aug 09 09:11:50 2024	1723187510	0	478	478	346
Fri Aug 09 09:11:50 2024	1723187510	0	479	480	385
Fri Aug 09 09:11:38 2024	1723187498	0	482	483	481
Fri Aug 09 09:11:37 2024	1723187497	0	484	484	450
Fri Aug 09 09:11:42 2024	1723187502	0	485	485	372
Fri Aug 09 09:11:47 2024	1723187507	0	485	485	391
Fri Aug 09 09:11:48 2024	1723187508	0	487	488	487
Fri Aug 09 09:11:38 2024	1723187498	0	491	491	383
Fri Aug 09 09:11:47 2024	1723187507	0	491	491	485
Fri Aug 09 09:11:50 2024	1723187510	0	492	492	443
Fri Aug 09 09:11:38 2024	1723187498	0	493	493	385
Fri Aug 09 09:11:43 2024	1723187503	0	496	496	314
Fri Aug 09 09:11:37 2024	1723187497	0	498	498	328
Fri Aug 09 09:11:28 2024	1723187488	5	496	500	493
Fri Aug 09 09:11:52 2024	1723187512	0	505	506	504
Fri Aug 09 09:11:44 2024	1723187504	0	506	506	426
Fri Aug 09 09:11:41 2024	1723187501	0	507	507	316
Fri Aug 09 09:11:46 2024	1723187506	0	508	508	506
Fri Aug 09 09:11:52 2024	1723187512	0	508	508	477
Fri Aug 09 09:11:37 2024	1723187497	0	508	509	471
Fri Aug 09 09:11:44 2024	1723187504	0	510	510	509
Fri Aug 09 09:11:39 2024	1723187499	0	512	512	454
Fri Aug 09 09:11:37 2024	1723187497	0	513	513	476
Fri Aug 09 09:11:30 2024	1723187490	0	516	516	515
Fri Aug 09 09:11:46 2024	1723187506	0	517	517	437
Fri Aug 09 09:11:50 2024	1723187510	0	523	523	484
Fri Aug 09 09:11:44 2024	1723187504	0	523	523	436
Fri Aug 09 09:11:52 2024	1723187512	0	523	524	400
Fri Aug 09 09:11:32 2024	1723187492	2	522	524	521
Fri Aug 09 09:11:41 2024	1723187501	0	526	526	436
Fri Aug 09 09:11:39 2024	1723187499	2	525	526	479
Fri Aug 09 09:11:35 2024	1723187495	0	529	529	525
Fri Aug 09 09:11:50 2024	1723187510	0	529	530	413
Fri Aug 09 09:11:37 2024	1723187497	0	530	530	500
Fri Aug 09 09:11:31 2024	1723187491	0	530	530	529
Fri Aug 09 09:11:30 2024	1723187490	0	530	530	439
Fri Aug 09 09:11:38 2024	1723187498	0	530	530	306
Fri Aug 09 09:11:28 2024	1723187488	6	525	532	523
Fri Aug 09 09:11:44 2024	1723187504	0	532	532	424
Fri Aug 09 09:11:46 2024	1723187506	0	534	535	288
Fri Aug 09 09:11:52 2024	1723187512	0	535	535	534
Fri Aug 09 09:11:43 2024	1723187503	0	536	536	535
Fri Aug 09 09:11:52 2024	1723187512	1	536	537	488
Fri Aug 09 09:11:37 2024	1723187497	0	537	537	498
Fri Aug 09 09:11:44 2024	1723187504	0	538	538	455
Fri Aug 09 09:11:39 2024	1723187499	1	538	540	537
Fri Aug 09 09:11:42 2024	1723187502	0	541	541	421
Fri Aug 09 09:11:51 2024	1723187511	0	541	541	540
Fri Aug 09 09:11:35 2024	1723187495	0	545	545	532
Fri Aug 09 09:11:32 2024	1723187492	0	548	548	412
Fri Aug 09 09:11:39 2024	1723187499	0	548	549	512
Fri Aug 09 09:11:28 2024	1723187488	6	546	552	545
Fri Aug 09 09:11:39 2024	1723187499	0	552	552	356
Fri Aug 09 09:11:47 2024	1723187507	0	552	552	551
Fri Aug 09 09:11:46 2024	1723187506	1	554	555	297
Fri Aug 09 09:11:37 2024	1723187497	0	556	556	340
Fri Aug 09 09:11:47 2024	1723187507	0	557	557	556
Fri Aug 09 09:11:28 2024	1723187488	5	553	558	552
Fri Aug 09 09:11:45 2024	1723187505	0	560	560	559
Fri Aug 09 09:11:50 2024	1723187510	0	560	561	429
Fri Aug 09 09:11:47 2024	1723187507	0	561	561	550
Fri Aug 09 09:11:44 2024	1723187504	0	561	561	404
Fri Aug 09 09:11:41 2024	1723187501	0	561	562	419
Fri Aug 09 09:11:44 2024	1723187504	0	562	562	549
Fri Aug 09 09:11:37 2024	1723187497	0	563	563	442
Fri Aug 09 09:11:32 2024	1723187492	0	564	564	563
Fri Aug 09 09:11:52 2024	1723187512	0	564	565	472
Fri Aug 09 09:11:43 2024	1723187503	1	564	565	366
Fri Aug 09 09:11:52 2024	1723187512	0	565	565	509
Fri Aug 09 09:11:50 2024	1723187510	0	566	566	565
Fri Aug 09 09:11:41 2024	1723187501	0	566	566	566
Fri Aug 09 09:11:28 2024	1723187488	6	562	568	515
Fri Aug 09 09:11:41 2024	1723187501	0	568	568	458
Fri Aug 09 09:11:29 2024	1723187489	0	569	569	412
Fri Aug 09 09:11:50 2024	1723187510	0	569	569	521
Fri Aug 09 09:11:43 2024	1723187503	0	569	569	372
Fri Aug 09 09:11:30 2024	1723187490	0	570	570	569
Fri Aug 09 09:11:35 2024	1723187495	0	570	570	509
Fri Aug 09 09:11:35 2024	1723187495	0	570	571	553
Fri Aug 09 09:11:46 2024	1723187506	0	571	571	550
Fri Aug 09 09:11:43 2024	1723187503	0	572	572	406
Fri Aug 09 09:11:52 2024	1723187512	0	572	572	526
Fri Aug 09 09:11:28 2024	1723187488	3	569	573	569
Fri Aug 09 09:11:50 2024	1723187510	0	576	576	575
Fri Aug 09 09:11:37 2024	1723187497	0	577	578	443
Fri Aug 09 09:11:44 2024	1723187504	0	578	578	369
Fri Aug 09 09:11:34 2024	1723187494	0	580	580	533
Fri Aug 09 09:11:34 2024	1723187494	0	581	581	245
Fri Aug 09 09:11:30 2024	1723187490	0	584	584	419
Fri Aug 09 09:11:44 2024	1723187504	0	584	585	583
Fri Aug 09 09:11:39 2024	1723187499	1	585	587	574
Fri Aug 09 09:11:41 2024	1723187501	0	587	587	585
Fri Aug 09 09:11:37 2024	1723187497	0	588	588	458
Fri Aug 09 09:11:46 2024	1723187506	0	589	589	334
Fri Aug 09 09:11:38 2024	1723187498	0	589	589	525
Fri Aug 09 09:11:34 2024	1723187494	1	589	590	586
Fri Aug 09 09:11:34 2024	1723187494	0	590	590	534
Fri Aug 09 09:11:46 2024	1723187506	0	592	592	374
Fri Aug 09 09:11:41 2024	1723187501	0	593	593	459
Fri Aug 09 09:11:48 2024	1723187508	0	593	593	592
Fri Aug 09 09:11:39 2024	1723187499	1	595	596	554
Fri Aug 09 09:11:44 2024	1723187504	0	597	597	445
Fri Aug 09 09:11:53 2024	1723187513	0	597	597	496
Fri Aug 09 09:11:47 2024	1723187507	0	597	598	591
Fri Aug 09 09:11:30 2024	1723187490	0	599	599	503
Fri Aug 09 09:11:41 2024	1723187501	0	599	599	468
Fri Aug 09 09:11:52 2024	1723187512	0	599	600	598
Fri Aug 09 09:11:40 2024	1723187500	0	600	600	599
Fri Aug 09 09:11:52 2024	1723187512	1	599	600	489
Fri Aug 09 09:11:37 2024	1723187497	0	601	602	379
Fri Aug 09 09:11:49 2024	1723187509	0	603	603	507
Fri Aug 09 09:11:28 2024	1723187488	5	599	603	592
Fri Aug 09 09:11:38 2024	1723187498	0	604	604	543
Fri Aug 09 09:11:28 2024	1723187488	5	600	605	578
Fri Aug 09 09:11:37 2024	1723187497	0	606	606	605
Fri Aug 09 09:11:38 2024	1723187498	0	606	607	538
Fri Aug 09 09:11:49 2024	1723187509	0	607	608	605
Fri Aug 09 09:11:52 2024	1723187512	0	608	609	532
Fri Aug 09 09:11:41 2024	1723187501	1	608	609	607
Fri Aug 09 09:11:52 2024	1723187512	0	609	609	531
Fri Aug 09 09:11:44 2024	1723187504	0	611	611	609
Fri Aug 09 09:11:30 2024	1723187490	0	612	612	611
Fri Aug 09 09:11:32 2024	1723187492	0	612	612	611
Fri Aug 09 09:11:51 2024	1723187511	0	613	613	517
Fri Aug 09 09:11:50 2024	1723187510	0	614	614	613
Fri Aug 09 09:11:35 2024	1723187495	0	614	615	573
Fri Aug 09 09:11:38 2024	1723187498	0	614	615	531
Fri Aug 09 09:11:43 2024	1723187503	0	615	615	614
Fri Aug 09 09:11:38 2024	1723187498	0	615	615	466
Fri Aug 09 09:11:52 2024	1723187512	0	615	615	613
Fri Aug 09 09:11:50 2024	1723187510	0	617	617	490
Fri Aug 09 09:11:47 2024	1723187507	0	617	617	454
Fri Aug 09 09:11:30 2024	1723187490	0	621	621	620
Fri Aug 09 09:11:35 2024	1723187495	1	621	621	612
Fri Aug 09 09:11:37 2024	1723187497	0	623	623	419
Fri Aug 09 09:11:41 2024	1723187501	0	624	624	527
Fri Aug 09 09:11:41 2024	1723187501	0	624	624	537
Fri Aug 09 09:11:43 2024	1723187503	0	625	625	624
Fri Aug 09 09:11:41 2024	1723187501	0	625	625	464
Fri Aug 09 09:11:35 2024	1723187495	0	626	626	581
Fri Aug 09 09:11:41 2024	1723187501	0	629	629	627
Fri Aug 09 09:11:35 2024	1723187495	0	630	630	628
Fri Aug 09 09:11:41 2024	1723187501	0	630	630	629
Fri Aug 09 09:11:52 2024	1723187512	0	631	632	630
Fri Aug 09 09:11:46 2024	1723187506	0	632	632	496
Fri Aug 09 09:11:30 2024	1723187490	1	633	633	415
Fri Aug 09 09:11:41 2024	1723187501	0	634	634	601
Fri Aug 09 09:11:30 2024	1723187490	0	634	634	628
Fri Aug 09 09:11:30 2024	1723187490	0	636	637	571
Fri Aug 09 09:11:42 2024	1723187502	1	638	639	637
Fri Aug 09 09:11:41 2024	1723187501	0	639	639	560
Fri Aug 09 09:11:52 2024	1723187512	0	639	640	618
Fri Aug 09 09:11:38 2024	1723187498	0	643	643	642
Fri Aug 09 09:11:43 2024	1723187503	0	643	644	642
Fri Aug 09 09:11:32 2024	1723187492	0	644	644	643
Fri Aug 09 09:11:51 2024	1723187511	0	645	646	529
Fri Aug 09 09:11:42 2024	1723187502	0	647	647	607
Fri Aug 09 09:11:52 2024	1723187512	0	648	648	646
Fri Aug 09 09:11:46 2024	1723187506	1	648	649	647
Fri Aug 09 09:11:39 2024	1723187499	0	649	649	648
Fri Aug 09 09:11:32 2024	1723187492	0	649	649	400
Fri Aug 09 09:11:37 2024	1723187497	0	649	649	430
Fri Aug 09 09:11:36 2024	1723187496	0	651	651	497
Fri Aug 09 09:11:37 2024	1723187497	0	651	651	490
Fri Aug 09 09:11:52 2024	1723187512	1	652	653	586
Fri Aug 09 09:11:39 2024	1723187499	1	652	653	595
Fri Aug 09 09:11:47 2024	1723187507	0	654	654	440
Fri Aug 09 09:11:51 2024	1723187511	1	654	655	598
Fri Aug 09 09:11:32 2024	1723187492	0	657	657	656
Fri Aug 09 09:11:30 2024	1723187490	1	657	657	656
Fri Aug 09 09:11:51 2024	1723187511	0	659	659	556
Fri Aug 09 09:11:52 2024	1723187512	0	660	660	563
Fri Aug 09 09:11:46 2024	1723187506	0	663	663	519
Fri Aug 09 09:11:39 2024	1723187499	0	663	663	662
Fri Aug 09 09:11:39 2024	1723187499	0	663	663	643
Fri Aug 09 09:11:32 2024	1723187492	0	664	664	355
Fri Aug 09 09:11:51 2024	1723187511	0	664	664	574
Fri Aug 09 09:11:28 2024	1723187488	7	659	666	599
Fri Aug 09 09:11:46 2024	1723187506	0	667	667	544
Fri Aug 09 09:11:52 2024	1723187512	0	668	669	570
Fri Aug 09 09:11:43 2024	1723187503	0	671	671	670
Fri Aug 09 09:11:38 2024	1723187498	0	671	671	670
Fri Aug 09 09:11:52 2024	1723187512	0	672	673	671
Fri Aug 09 09:11:52 2024	1723187512	0	673	673	557
Fri Aug 09 09:11:28 2024	1723187488	7	669	675	667
Fri Aug 09 09:11:41 2024	1723187501	0	676	677	597
Fri Aug 09 09:11:51 2024	1723187511	0	677	677	673
Fri Aug 09 09:11:43 2024	1723187503	0	677	677	606
Fri Aug 09 09:11:37 2024	1723187497	0	678	678	520
Fri Aug 09 09:11:35 2024	1723187495	0	679	679	664
Fri Aug 09 09:11:30 2024	1723187490	0	680	680	679
Fri Aug 09 09:11:44 2024	1723187504	0	680	680	674
Fri Aug 09 09:11:49 2024	1723187509	1	680	681	679
Fri Aug 09 09:11:41 2024	1723187501	0	681	681	442
Fri Aug 09 09:11:40 2024	1723187500	0	682	682	681
Fri Aug 09 09:11:32 2024	1723187492	0	683	683	642
Fri Aug 09 09:11:35 2024	1723187495	0	684	684	683
Fri Aug 09 09:11:41 2024	1723187501	0	684	685	683
Fri Aug 09 09:11:35 2024	1723187495	0	685	685	683
Fri Aug 09 09:11:50 2024	1723187510	0	686	686	575
Fri Aug 09 09:11:28 2024	1723187488	8	679	686	677
Fri Aug 09 09:11:31 2024	1723187491	0	686	686	685
Fri Aug 09 09:11:46 2024	1723187506	1	686	687	560
Fri Aug 09 09:11:32 2024	1723187492	0	688	688	510
Fri Aug 09 09:11:33 2024	1723187493	0	691	692	691
Fri Aug 09 09:11:41 2024	1723187501	1	691	692	607
Fri Aug 09 09:11:41 2024	1723187501	0	693	693	558
Fri Aug 09 09:11:41 2024	1723187501	0	695	695	694
Fri Aug 09 09:11:47 2024	1723187507	0	696	696	695
Fri Aug 09 09:11:41 2024	1723187501	0	696	696	695
Fri Aug 09 09:11:49 2024	1723187509	0	698	698	696
Fri Aug 09 09:11:41 2024	1723187501	0	700	700	569
Fri Aug 09 09:11:41 2024	1723187501	0	701	701	699
Fri Aug 09 09:11:32 2024	1723187492	0	701	702	528
Fri Aug 09 09:11:50 2024	1723187510	0	707	707	548
Fri Aug 09 09:11:33 2024	1723187493	0	709	709	708
Fri Aug 09 09:11:52 2024	1723187512	0	709	710	708
Fri Aug 09 09:11:39 2024	1723187499	0	711	711	709
Fri Aug 09 09:11:46 2024	1723187506	0	712	712	587
Fri Aug 09 09:11:35 2024	1723187495	0	713	713	644
Fri Aug 09 09:11:47 2024	1723187507	0	714	714	672
Fri Aug 09 09:11:46 2024	1723187506	0	714	714	713
Fri Aug 09 09:11:37 2024	1723187497	0	715	715	649
Fri Aug 09 09:11:37 2024	1723187497	0	716	716	704
Fri Aug 09 09:11:35 2024	1723187495	0	716	716	698
Fri Aug 09 09:11:41 2024	1723187501	0	718	718	647
Fri Aug 09 09:11:49 2024	1723187509	0	719	720	618
Fri Aug 09 09:11:41 2024	1723187501	0	721	721	605
Fri Aug 09 09:11:37 2024	1723187497	0	721	721	622
Fri Aug 09 09:11:41 2024	1723187501	0	721	721	719
Fri Aug 09 09:11:52 2024	1723187512	0	723	723	722
Fri Aug 09 09:11:44 2024	1723187504	0	723	723	604
Fri Aug 09 09:11:46 2024	1723187506	0	723	724	706
Fri Aug 09 09:11:35 2024	1723187495	0	724	725	721
Fri Aug 09 09:11:44 2024	1723187504	0	726	726	646
Fri Aug 09 09:11:39 2024	1723187499	0	726	726	672
Fri Aug 09 09:11:41 2024	1723187501	0	729	729	689
Fri Aug 09 09:11:41 2024	1723187501	0	729	729	529
Fri Aug 09 09:11:33 2024	1723187493	0	730	730	729
Fri Aug 09 09:11:44 2024	1723187504	1	729	731	728
Fri Aug 09 09:11:30 2024	1723187490	1	730	731	651
Fri Aug 09 09:11:52 2024	1723187512	0	732	732	619
Fri Aug 09 09:11:30 2024	1723187490	0	734	735	490
Fri Aug 09 09:11:35 2024	1723187495	0	734	735	733
Fri Aug 09 09:11:30 2024	1723187490	0	735	735	734
Fri Aug 09 09:11:29 2024	1723187489	0	735	735	629
Fri Aug 09 09:11:39 2024	1723187499	0	735	735	694
Fri Aug 09 09:11:32 2024	1723187492	1	735	735	618
Fri Aug 09 09:11:35 2024	1723187495	0	736	736	716
Fri Aug 09 09:11:43 2024	1723187503	0	738	738	584
Fri Aug 09 09:11:32 2024	1723187492	1	737	738	736
Fri Aug 09 09:11:48 2024	1723187508	0	738	738	736
Fri Aug 09 09:11:41 2024	1723187501	0	739	739	609
Fri Aug 09 09:11:34 2024	1723187494	1	739	739	738
Fri Aug 09 09:11:37 2024	1723187497	0	740	740	738
Fri Aug 09 09:11:35 2024	1723187495	0	740	740	739
Fri Aug 09 09:11:41 2024	1723187501	1	742	743	533
Fri Aug 09 09:11:35 2024	1723187495	0	743	743	742
Fri Aug 09 09:11:32 2024	1723187492	0	744	744	465
Fri Aug 09 09:11:41 2024	1723187501	0	744	744	677
Fri Aug 09 09:11:46 2024	1723187506	0	746	746	702
Fri Aug 09 09:11:34 2024	1723187494	0	747	747	572
Fri Aug 09 09:11:41 2024	1723187501	0	748	748	747
Fri Aug 09 09:11:47 2024	1723187507	0	749	749	649
Fri Aug 09 09:11:52 2024	1723187512	1	749	749	600
Fri Aug 09 09:11:43 2024	1723187503	0	749	749	691
Fri Aug 09 09:11:29 2024	1723187489	0	751	751	650
Fri Aug 09 09:11:41 2024	1723187501	0	752	752	618
Fri Aug 09 09:11:50 2024	1723187510	0	752	752	601
Fri Aug 09 09:11:39 2024	1723187499	0	753	753	702
Fri Aug 09 09:11:48 2024	1723187508	0	753	753	743
Fri Aug 09 09:11:28 2024	1723187488	0	754	754	708
Fri Aug 09 09:11:28 2024	1723187488	6	748	754	683
Fri Aug 09 09:11:41 2024	1723187501	0	754	754	654
Fri Aug 09 09:11:46 2024	1723187506	0	755	755	727
Fri Aug 09 09:11:41 2024	1723187501	0	756	756	699
Fri Aug 09 09:11:42 2024	1723187502	0	757	757	708
Fri Aug 09 09:11:40 2024	1723187500	0	757	758	756
Fri Aug 09 09:11:52 2024	1723187512	0	758	758	733
Fri Aug 09 09:11:28 2024	1723187488	8	753	761	750
Fri Aug 09 09:11:43 2024	1723187503	0	761	761	616
Fri Aug 09 09:11:32 2024	1723187492	0	761	761	758
Fri Aug 09 09:11:31 2024	1723187491	0	762	762	760
Fri Aug 09 09:11:29 2024	1723187489	0	762	763	668
Fri Aug 09 09:11:36 2024	1723187496	0	763	763	531
Fri Aug 09 09:11:39 2024	1723187499	1	762	763	760
Fri Aug 09 09:11:35 2024	1723187495	0	764	764	286
Fri Aug 09 09:11:38 2024	1723187498	1	764	764	401
Fri Aug 09 09:11:37 2024	1723187497	0	765	765	720
Fri Aug 09 09:11:29 2024	1723187489	0	765	765	578
Fri Aug 09 09:11:37 2024	1723187497	1	766	767	720
Fri Aug 09 09:11:41 2024	1723187501	0	767	768	647
Fri Aug 09 09:11:42 2024	1723187502	0	767	768	767
Fri Aug 09 09:11:40 2024	1723187500	0	768	768	626
Fri Aug 09 09:11:41 2024	1723187501	0	768	768	539
Fri Aug 09 09:11:52 2024	1723187512	0	768	768	767
Fri Aug 09 09:11:30 2024	1723187490	0	769	769	483
Fri Aug 09 09:11:52 2024	1723187512	0	769	769	759
Fri Aug 09 09:11:41 2024	1723187501	0	770	771	527
Fri Aug 09 09:11:45 2024	1723187505	0	771	771	626
Fri Aug 09 09:11:30 2024	1723187490	0	771	772	557
Fri Aug 09 09:11:40 2024	1723187500	0	772	772	582
Fri Aug 09 09:11:41 2024	1723187501	0	772	773	740
Fri Aug 09 09:11:32 2024	1723187492	0	773	773	544
Fri Aug 09 09:11:52 2024	1723187512	0	773	774	772
Fri Aug 09 09:11:37 2024	1723187497	1	774	775	772
Fri Aug 09 09:11:44 2024	1723187504	0	775	775	773
Fri Aug 09 09:11:44 2024	1723187504	0	775	775	616
Fri Aug 09 09:11:40 2024	1723187500	0	775	776	774
Fri Aug 09 09:11:52 2024	1723187512	0	776	776	775
Fri Aug 09 09:11:52 2024	1723187512	0	777	777	772
Fri Aug 09 09:11:36 2024	1723187496	0	778	778	630
Fri Aug 09 09:11:50 2024	1723187510	0	779	779	655
Fri Aug 09 09:11:44 2024	1723187504	0	781	781	628
Fri Aug 09 09:11:35 2024	1723187495	0	781	782	780
Fri Aug 09 09:11:40 2024	1723187500	0	783	783	563
Fri Aug 09 09:11:29 2024	1723187489	0	783	783	782
Fri Aug 09 09:11:28 2024	1723187488	7	776	783	687
Fri Aug 09 09:11:39 2024	1723187499	0	783	784	762
Fri Aug 09 09:11:37 2024	1723187497	0	784	784	702
Fri Aug 09 09:11:40 2024	1723187500	0	785	785	583
Fri Aug 09 09:11:34 2024	1723187494	0	786	786	620
Fri Aug 09 09:11:31 2024	1723187491	0	786	787	785
Fri Aug 09 09:11:39 2024	1723187499	0	787	787	693
Fri Aug 09 09:11:34 2024	1723187494	0	787	787	776
Fri Aug 09 09:11:37 2024	1723187497	1	788	788	786
Fri Aug 09 09:11:34 2024	1723187494	0	788	788	670
Fri Aug 09 09:11:41 2024	1723187501	0	789	789	789
Fri Aug 09 09:11:41 2024	1723187501	0	789	790	704
Fri Aug 09 09:11:34 2024	1723187494	0	790	790	634
Fri Aug 09 09:11:38 2024	1723187498	0	790	790	522
Fri Aug 09 09:11:52 2024	1723187512	0	790	791	698
Fri Aug 09 09:11:52 2024	1723187512	0	790	791	576
Fri Aug 09 09:11:32 2024	1723187492	0	791	791	790
Fri Aug 09 09:11:38 2024	1723187498	0	791	791	616
Fri Aug 09 09:11:37 2024	1723187497	0	791	791	760
Fri Aug 09 09:11:47 2024	1723187507	0	791	792	705
Fri Aug 09 09:11:43 2024	1723187503	0	792	792	790
Fri Aug 09 09:11:49 2024	1723187509	1	791	792	783
Fri Aug 09 09:11:42 2024	1723187502	0	792	792	791
Fri Aug 09 09:11:41 2024	1723187501	0	792	793	791
Fri Aug 09 09:11:37 2024	1723187497	0	794	794	546
Fri Aug 09 09:11:48 2024	1723187508	0	794	794	404
Fri Aug 09 09:11:50 2024	1723187510	0	795	795	655
Fri Aug 09 09:11:49 2024	1723187509	0	796	796	605
Fri Aug 09 09:11:52 2024	1723187512	0	796	796	770
Fri Aug 09 09:11:30 2024	1723187490	0	796	797	576
Fri Aug 09 09:11:48 2024	1723187508	0	799	799	716
Fri Aug 09 09:11:52 2024	1723187512	0	799	799	754
Fri Aug 09 09:11:42 2024	1723187502	0	800	800	588
Fri Aug 09 09:11:36 2024	1723187496	0	800	800	596
Fri Aug 09 09:11:52 2024	1723187512	0	800	800	774
Fri Aug 09 09:11:30 2024	1723187490	1	800	801	799
Fri Aug 09 09:11:41 2024	1723187501	0	801	801	737
Fri Aug 09 09:11:30 2024	1723187490	0	802	802	798
Fri Aug 09 09:11:49 2024	1723187509	0	802	802	692
Fri Aug 09 09:11:35 2024	1723187495	0	803	803	802
Fri Aug 09 09:11:46 2024	1723187506	0	804	804	750
Fri Aug 09 09:11:31 2024	1723187491	0	805	805	770
Fri Aug 09 09:11:47 2024	1723187507	0	807	808	806
Fri Aug 09 09:11:42 2024	1723187502	0	808	808	399
Fri Aug 09 09:11:34 2024	1723187494	0	808	808	800
Fri Aug 09 09:11:34 2024	1723187494	0	809	809	787
